.model_id;.model_desc;.index;.value;.conf_lo;.conf_hi;category;identifier
1;XGBOOST;2021-03-13;1,4848835468292236;-40,239045181328166;43,2088122749866;all_zones_id;all_zones
1;XGBOOST;2021-03-14;1,2386595010757446;-40,485269227081645;42,9625882292331;all_zones_id;all_zones
1;XGBOOST;2021-03-15;131,0448455810546875;89,320916852897298;172,7687743092121;all_zones_id;all_zones
1;XGBOOST;2021-03-16;126,0230255126953125;84,299096784537923;167,7469542408527;all_zones_id;all_zones
1;XGBOOST;2021-03-17;138,2688903808593750;96,544961652701986;179,9928191090168;all_zones_id;all_zones
1;XGBOOST;2021-03-18;137,6836242675781250;95,959695539420736;179,4075529957355;all_zones_id;all_zones
1;XGBOOST;2021-03-19;162,9409027099609375;121,216973981803548;204,6648314381183;all_zones_id;all_zones
1;XGBOOST;2021-03-20;2,5498816967010498;-39,174047031456340;44,2738104248584;all_zones_id;all_zones
1;XGBOOST;2021-03-21;1,2386595010757446;-40,485269227081645;42,9625882292331;all_zones_id;all_zones
1;XGBOOST;2021-03-22;173,7308654785156250;132,006936750358250;215,4547942066730;all_zones_id;all_zones
1;XGBOOST;2021-03-23;124,2803115844726562;82,556382856315267;166,0042403126300;all_zones_id;all_zones
1;XGBOOST;2021-03-24;151,3329467773437500;109,609018049186361;193,0568755055011;all_zones_id;all_zones
1;XGBOOST;2021-03-25;155,1485900878906250;113,424661359733236;196,8725188160480;all_zones_id;all_zones
1;XGBOOST;2021-03-26;121,4916381835937500;79,767709455436361;163,2155669117511;all_zones_id;all_zones
1;XGBOOST;2021-03-27;-16,7214241027832031;-58,445352830940593;25,0025046253742;all_zones_id;all_zones
1;XGBOOST;2021-03-28;-0,8034472465515137;-42,527375974708903;40,9204814816059;all_zones_id;all_zones
1;XGBOOST;2021-03-29;140,7384796142578125;99,014550886100423;182,4624083424152;all_zones_id;all_zones
1;XGBOOST;2021-03-30;100,5346221923828125;58,810693464225423;142,2585509205402;all_zones_id;all_zones
1;XGBOOST;2021-03-31;137,6118621826171875;95,887933454459798;179,3357909107746;all_zones_id;all_zones
1;XGBOOST;2021-04-01;180,4126739501953125;138,688745222037937;222,1366026783527;all_zones_id;all_zones
1;XGBOOST;2021-04-02;188,8843994140625000;147,160470685905125;230,6083281422199;all_zones_id;all_zones
1;XGBOOST;2021-04-03;17,4953613281250000;-24,228567400032389;59,2192900562824;all_zones_id;all_zones
1;XGBOOST;2021-04-04;18,2629146575927734;-23,461014070564616;59,9868433857502;all_zones_id;all_zones
1;XGBOOST;2021-04-05;189,8721313476562500;148,148202619498875;231,5960600758136;all_zones_id;all_zones
1;XGBOOST;2021-04-06;199,6127471923828125;157,888818464225437;241,3366759205402;all_zones_id;all_zones
1;XGBOOST;2021-04-07;125,8038024902343750;84,079873762076986;167,5277312183918;all_zones_id;all_zones
1;XGBOOST;2021-04-08;129,6194458007812500;87,895517072623861;171,3433745289386;all_zones_id;all_zones
1;XGBOOST;2021-04-09;126,6331634521484375;84,909234723991048;168,3570921803058;all_zones_id;all_zones
1;XGBOOST;2021-03-13;1,4848835468292236;-40,239045181328166;43,2088122749866;estado_id;Nuevo
1;XGBOOST;2021-03-14;1,2386595010757446;-40,485269227081645;42,9625882292331;estado_id;Nuevo
1;XGBOOST;2021-03-15;131,0448455810546875;89,320916852897298;172,7687743092121;estado_id;Nuevo
1;XGBOOST;2021-03-16;126,0230255126953125;84,299096784537923;167,7469542408527;estado_id;Nuevo
1;XGBOOST;2021-03-17;138,2688903808593750;96,544961652701986;179,9928191090168;estado_id;Nuevo
1;XGBOOST;2021-03-18;137,6836242675781250;95,959695539420736;179,4075529957355;estado_id;Nuevo
